comments_es,satisfied
no tenemos cajeros automaticos locales,Negativo
no hay suficientes sucursales su mal servicio me esta haciendo cambiar de banco,Negativo
es bueno ver que mi banco participa en el apoyo a organizaciones beneficas locales en general este banco esta bien,Positivo
los servicios de su banco tienen un alcance limitado ojala no hubiera abierto una cuenta en este banco,Negativo
razonablemente feliz en general,Positivo
por favor dejen de subir las tasas de interes hipotecarias el banco debe hacer de la privacidad de los datos una maxima prioridad ojala no hubiera abierto una cuenta en este banco,Negativo
las comisiones bancarias son demasiado altas tus sucursales son dificiles de encontrar ahora que has cerrado tantas,Negativo
nada que decir,Negativo
las tarifas ofrecidas por el banco son bastante competitivas,Positivo
los productos financieros ofrecidos bye el banco son diversos y beneficiosos,Positivo
en general estas haciendo un trabajo decente,Positivo
la red de cajeros automaticos de este banco es excelente,Positivo
esto es inaceptable y debe abordarse,Negativo
me alegra que sus bancos se tomen en serio nuestra privacidad,Positivo
ninguno,Positivo
buen conjunto de productos financieros proporcionados todo esta bastante bien,Positivo
las ubicaciones del banco no son convenientes ha faltado la calidad del servicio al cliente de su banco,Negativo
el servicio al cliente del banco es muy insatisfactorio necesitas tratar mejor a tus clientes lamento haber abierto una cuenta en este banco,Negativo
sin comentarios,Negativo
las tasas hipotecarias disponibles en este banco son bastante competitivas en general estoy razonablemente satisfecho con mi banco,Positivo
los servicios de su banco son limitados ya estoy harto del mal servicio al cliente del banco podria cerrar mi cuenta,Negativo
las ubicaciones del banco no son convenientes,Negativo
muy pocas sucursales para este banco su mal servicio me esta haciendo cambiar de banco,Negativo
el banco tiene muy pocos servicios que cumplan con mis requisitos el servicio al cliente de los bancos es frustrante completamente decepcionado molesto con el servicio brindado,Negativo
sin comentarios,Negativo
la aplicacion movil esta bien construida y es segura estoy bastante satisfecho en general,Positivo
no me gusta el sitio en linea de su banco servicio realmente pobre en general considerando cambiar de tabla,Negativo
las tasas de ahorro de los bancos son demasiado bajas,Negativo
bastante feliz con mi banco,Positivo
el servicio al cliente del banco es excepcional en general lo estas haciendo bien,Positivo
para mi es importante que mi banco este comprometido a generar un impacto positivo en la comunidad es muy bueno y definitivamente se lo recomendaria a un amigo,Positivo
el nivel de servicio al cliente proporcionado por este banco es de primer nivel las sucursales bancarias son bastante accesibles,Positivo
nada que comentar aqui,Positivo
este pank necesita mas ramas podria cerrar mi cuenta,Negativo
el banco deberia incrementar sus esfuerzos para apoyar a las organizaciones beneficas y organizaciones locales la oferta hipotecaria del banco es muy limitada,Negativo
el servicio de atencion al cliente no es util realmente no estoy contento contigo,Negativo
en general este banco es aceptable,Positivo
prefiero no comentar,Positivo
tu experiencia con la aplicacion es decepcionante estoy considerando seriamente llevar mi negocio a otra parte,Negativo
las tasas hipotecarias son demasiado altas no es lo suficientemente bueno en absoluto,Negativo
las tasas de las hipotecas son demasiado costosas no lo recomendaria a un amigo,Negativo
muy muy mal servicio costomer,Negativo
las tasas de ahorro que ofrece este banco son bastante competitivas,Positivo
por favor reduzca sus cargos mensuales realmente mal servicio por tu parte,Negativo
la aplicacion movil es realmente buena en general estoy razonablemente satisfecho,Positivo
estoy bastante contento con mi banco,Positivo
considere seriamente cambiarse a un banco rival,Negativo
el banco tiene una gran cantidad de sucursales en general este banco es satisfactorio,Positivo
el banco realiza una buena labor benefica en nuestra zona las tasas hipotecarias de los bancos son bastante justas estoy bastante satisfecho,Positivo
necesitamos mas sucursales estoy considerando cambiar de banco debido al servicio consistentemente deficiente,Negativo
pasable en general,Positivo
las tarifas son una locura las sucursales de banka se encuentran en lugares incomodos necesito hacerlo mejor en el futuro,Negativo
las tasas hipotecarias que ofrece este banco son bastante competitivas estoy bastante satisfecho en general,Positivo
la banca en linea es realmente mala ustedes deben hacerlo mejor,Negativo
la privacidad de los datos se toma en serio razonablemente buena opcion para banca,Positivo
las tarifas mensuales que cobra este banco son razonables el servicio al cliente es uno de los aspectos mas fuertes de este banco estoy bastante contento con mi banco,Positivo
mirando a otros bancos ahora,Negativo
las tasas de interes de sus ahorros son mas bajas que las de otros bancos,Negativo
ok cargos bastante feliz con mi banco,Positivo
es necesaria la ampliacion de la gama de productos financieros el nivel de servicio al cliente proporcionado por su bant es deficiente lo que experimente simplemente no es aceptable,Negativo
estoy bastante satisfecho con mi banco,Positivo
tratar con este banco es extremadamente inconveniente estoy completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
nada que agregar,Positivo
el banco deberia ofrecer mas opciones a clientes como yo,Negativo
este banco ofrece una variedad de productos financieros que son utiles en general lo estas haciendo bien,Positivo
los servicios son limitados para clientes como yo podria cerrar mi cuenta,Negativo
las tasas de ahorro bancarias son muy bajas estoy realmente decepcionado con el servicio al cliente el servicio proporcionado por su banco no es lo suficientemente bueno,Negativo
puede por favor representar sus honorarios mensuales muy mal servicio por parte de yiy,Negativo
sin comentarios,Positivo
las tasas de ahorro son competitivas razonablemente buena opcion para banca,Positivo
los piensos que cobra este banco son razonables en general estoy bastante feliz,Positivo
sin comentarios,Negativo
no puedo permitirme el lujo tambien siga pagando estas altas tarifas,Negativo
quiero saber mas sobre lo que hacen con mis datos estoy completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
agradezco el compromiso del banco con la seguridad de la banca en linea en general estoy bastante contento con el servicio,Positivo
muy muy mal servicio al cliente se necesita transparencia sobre como utiliza mis datos el mal desempeno general del banco me hizo decidir cambiarme pronto,Negativo
la experiencia de servicio al cliente es decepcionante simplemente no aceptable,Negativo
las tasas de interes de ahorro del banco son extremadamente bajas falta de servicios bancarios para mis necesidades podria cerrar mi cuenta ahora,Negativo
por favor dejen de subir las tasas de interes hipotecarias,Negativo
el servicio brindado por este banco es muy decepcionante,Negativo
buena gama de productos hipotecarios en general es una opcion razonablemente buena para la banca,Positivo
creo que el banco podria hacer mas para apoyar a la comunidad estoy decepcionado con el servicio brindado por este banco y estoy considerando llevar mi negocio a otra parte,Negativo
las tasas hipotecarias de los bancos son excesivamente altas los servicios realmente necesitan mejorarse en este banco,Negativo
creo que el banco podria hacer mas para apoyar a la comunidad realmente mal servicio por tu parte,Negativo
sus tasas hipotecarias son mas altas que las de otros bancos creo que voy a cambiarme a un competidor,Negativo
el banco ofrece una gama excepcional de servicios financieros en general las cosas estan bastante bien pero podrian mejorar,Neutro
bandeja mas para sus clientes como yo,Negativo
mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
estoy bastante satisfecho con mi banco,Positivo
buena aplicacion movil segura supongo que todo es bastante decente en general,Positivo
el representante de servicio al cliente con el que hable fue muy atento este banco es bastante decente en general,Positivo
en general lo estas haciendo bien,Positivo
sin comentarios,Negativo
es necesario realizar mejoras significativas en sus servicios bancarios,Negativo
sus tasas hipotecarias son exorbitantes,Negativo
el portal bancario oline del banco es de primera categoria bastante feliz con mi banco,Positivo
me gustaria verte contribuir mas a nuestra comunidad estoy completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
las comisiones bancarias son bastante razonables considerando todo,Positivo
esperaba un mayor nivel de servicio de este banco y me han decepcionado,Negativo
